date,Subsidiary,Oil losses (bopd),Wells WWO,
12/10/2023 00:00,WSK,954.45,1,
12/10/2023 00:00,US,0,0,
12/10/2023 00:00,VE,0,0,
12/10/2023 00:00,VIN,0,0,
12/10/2023 00:00,WE,0,0,
13/10/2023 00:00,,0,0,
13/10/2023 00:00,,0,0,
13/10/2023 00:00,AUN,0,0,
13/10/2023 00:00,BNR,0,0,
13/10/2023 00:00,BIR,2182.95,10,
13/10/2023 00:00,BS,0,0,
13/10/2023 00:00,BZ,0,0,
13/10/2023 00:00,CCS,0,0,
13/10/2023 00:00,CAD,1916.25,25,
13/10/2023 00:00,CG,2529.45,23,
13/10/2023 00:00,CMI,277.2,16,
13/10/2023 00:00,COQ,1081.5,20,
13/10/2023 00:00,EC,0,0,
13/10/2023 00:00,EG,0,0,
13/10/2023 00:00,ER,0,0,
13/10/2023 00:00,SFR,0,0,
13/10/2023 00:00,GAE,2095.8,20,
13/10/2023 00:00,GUT,0,0,
13/10/2023 00:00,IQ,0,0,
13/10/2023 00:00,LH,0,0,
13/10/2023 00:00,MIX,404.25,6,
13/10/2023 00:00,PE,0,0,
13/10/2023 00:00,SG,0,0,
13/10/2023 00:00,TOD,1534.05,10,
13/10/2023 00:00,TIN,357,1,
13/10/2023 00:00,TOR,54.6,5,
13/10/2023 00:00,TOTO,1340.85,5,
13/10/2023 00:00,KFC,1.05,6,
13/10/2023 00:00,WSK,1002.75,2,
13/10/2023 00:00,US,0,0,
13/10/2023 00:00,VE,0,0,
13/10/2023 00:00,VIN,0,0,
13/10/2023 00:00,WE,0,0,
14/10/2023 00:00,,0,0,
14/10/2023 00:00,,0,0,
14/10/2023 00:00,AUN,0,0,
14/10/2023 00:00,BNR,0,0,
14/10/2023 00:00,BIR,2098.95,8,
14/10/2023 00:00,BS,0,0,
14/10/2023 00:00,BZ,0,0,
14/10/2023 00:00,CCS,0,0,
14/10/2023 00:00,CAD,2044.35,26,
14/10/2023 00:00,CG,2510.55,22,
14/10/2023 00:00,CMI,363.3,16,
14/10/2023 00:00,COQ,1081.5,20,
14/10/2023 00:00,EC,0,0,
14/10/2023 00:00,EG,0,0,
14/10/2023 00:00,ER,0,0,
14/10/2023 00:00,SFR,0,0,
14/10/2023 00:00,GAE,2107.35,22,
14/10/2023 00:00,GUT,0,0,
14/10/2023 00:00,IQ,0,0,
14/10/2023 00:00,LH,0,0,
14/10/2023 00:00,MIX,404.25,6,
14/10/2023 00:00,PE,0,0,
14/10/2023 00:00,SG,0,0,
14/10/2023 00:00,TOD,1378.65,10,
14/10/2023 00:00,TIN,357,1,
14/10/2023 00:00,TOR,54.6,5,
14/10/2023 00:00,TOTO,1276.8,5,
14/10/2023 00:00,KFC,1.05,5,
14/10/2023 00:00,WSK,1002.75,2,
14/10/2023 00:00,US,0,0,
14/10/2023 00:00,VE,0,0,
14/10/2023 00:00,VIN,0,0,
14/10/2023 00:00,WE,0,0,
15/10/2023 00:00,,0,0,
15/10/2023 00:00,,0,0,
15/10/2023 00:00,AUN,0,0,
15/10/2023 00:00,BNR,0,0,
15/10/2023 00:00,BIR,1971.9,8,
15/10/2023 00:00,BS,0,0,
15/10/2023 00:00,BZ,0,0,
15/10/2023 00:00,CCS,0,0,
15/10/2023 00:00,CAD,1761.9,22,
15/10/2023 00:00,CG,2375.1,22,
15/10/2023 00:00,CMI,601.65,14,
15/10/2023 00:00,COQ,1081.5,20,
15/10/2023 00:00,EC,0,0,
15/10/2023 00:00,EG,0,0,
15/10/2023 00:00,ER,0,0,
15/10/2023 00:00,SFR,0,0,
15/10/2023 00:00,GAE,2136.75,20,
15/10/2023 00:00,GUT,0,0,
15/10/2023 00:00,IQ,0,0,
15/10/2023 00:00,LH,0,0,
15/10/2023 00:00,MIX,404.25,6,
15/10/2023 00:00,PE,0,0,
15/10/2023 00:00,SG,0,0,
15/10/2023 00:00,TOD,1378.65,10,
15/10/2023 00:00,TIN,357,1,
15/10/2023 00:00,TOR,54.6,5,
15/10/2023 00:00,TOTO,1276.8,5,
15/10/2023 00:00,KFC,1.05,5,
15/10/2023 00:00,WSK,1002.75,2,
15/10/2023 00:00,US,0,0,
15/10/2023 00:00,VE,0,0,
15/10/2023 00:00,VIN,0,0,
15/10/2023 00:00,WE,0,0,
16/10/2023 00:00,,0,0,
16/10/2023 00:00,,0,0,
16/10/2023 00:00,AUN,0,0,
16/10/2023 00:00,BNR,0,0,
16/10/2023 00:00,BIR,1971.9,8,
16/10/2023 00:00,BS,0,0,
16/10/2023 00:00,BZ,0,0,
16/10/2023 00:00,CCS,0,0,
16/10/2023 00:00,CAD,1896.3,24,
16/10/2023 00:00,CG,2469.6,23,
16/10/2023 00:00,CMI,484.05,16,
16/10/2023 00:00,COQ,1081.5,20,
16/10/2023 00:00,EC,0,0,
16/10/2023 00:00,EG,0,0,
16/10/2023 00:00,ER,0,0,
16/10/2023 00:00,SFR,0,0,
16/10/2023 00:00,GAE,2205,22,
16/10/2023 00:00,GUT,0,0,
16/10/2023 00:00,IQ,0,0,
16/10/2023 00:00,LH,0,0,
16/10/2023 00:00,MIX,404.25,6,
16/10/2023 00:00,PE,0,0,
16/10/2023 00:00,SG,0,0,
16/10/2023 00:00,TOD,1378.65,10,
16/10/2023 00:00,TIN,357,1,
16/10/2023 00:00,TOR,54.6,5,
16/10/2023 00:00,TOTO,1276.8,5,
16/10/2023 00:00,KFC,1.05,6,
16/10/2023 00:00,WSK,1002.75,2,
16/10/2023 00:00,US,0,0,
16/10/2023 00:00,VE,0,0,
16/10/2023 00:00,VIN,0,0,
16/10/2023 00:00,WE,0,0,
17/10/2023 00:00,,0,0,
17/10/2023 00:00,,0,0,
17/10/2023 00:00,AUN,0,0,
17/10/2023 00:00,BNR,0,0,
17/10/2023 00:00,BIR,1971.9,8,
17/10/2023 00:00,BS,0,0,
17/10/2023 00:00,BZ,0,0,
17/10/2023 00:00,CCS,0,0,
17/10/2023 00:00,CAD,1879.5,23,
17/10/2023 00:00,CG,2465.4,23,
17/10/2023 00:00,CMI,334.95,16,
17/10/2023 00:00,COQ,1081.5,20,
17/10/2023 00:00,EC,0,0,
17/10/2023 00:00,EG,0,0,
17/10/2023 00:00,ER,0,0,
17/10/2023 00:00,SFR,0,0,
17/10/2023 00:00,GAE,2213.4,22,
17/10/2023 00:00,GUT,0,0,
17/10/2023 00:00,IQ,0,0,
17/10/2023 00:00,LH,0,0,
17/10/2023 00:00,MIX,404.25,6,
17/10/2023 00:00,PE,0,0,
17/10/2023 00:00,SG,0,0,
17/10/2023 00:00,TOD,1378.65,10,
17/10/2023 00:00,TIN,357,1,
17/10/2023 00:00,TOR,54.6,5,
17/10/2023 00:00,TOTO,1276.8,5,
17/10/2023 00:00,KFC,1.05,5,
17/10/2023 00:00,WSK,1002.75,2,
17/10/2023 00:00,US,0,0,
17/10/2023 00:00,VE,0,0,
17/10/2023 00:00,VIN,0,0,
17/10/2023 00:00,WE,0,0,
18/10/2023 00:00,,0,0,
18/10/2023 00:00,,0,0,
18/10/2023 00:00,AUN,0,0,
18/10/2023 00:00,BNR,0,0,
18/10/2023 00:00,BIR,1971.9,8,
18/10/2023 00:00,BS,0,0,
18/10/2023 00:00,BZ,0,0,
18/10/2023 00:00,CCS,0,0,
18/10/2023 00:00,CAD,1739.85,23,
18/10/2023 00:00,CG,2453.85,22,
18/10/2023 00:00,CMI,502.95,16,
18/10/2023 00:00,COQ,1081.5,20,
18/10/2023 00:00,EC,0,0,
18/10/2023 00:00,EG,0,0,
18/10/2023 00:00,ER,0,0,
18/10/2023 00:00,SFR,0,0,
18/10/2023 00:00,GAE,2177.7,22,
18/10/2023 00:00,GUT,0,0,
18/10/2023 00:00,IQ,0,0,
18/10/2023 00:00,LH,0,0,
18/10/2023 00:00,MIX,404.25,6,
18/10/2023 00:00,PE,0,0,
18/10/2023 00:00,SG,0,0,
18/10/2023 00:00,TOD,1401.75,10,
18/10/2023 00:00,TIN,357,1,
18/10/2023 00:00,TOR,54.6,5,
18/10/2023 00:00,TOTO,1276.8,5,
18/10/2023 00:00,KFC,1.05,4,
18/10/2023 00:00,WSK,1002.75,2,
18/10/2023 00:00,US,0,0,
18/10/2023 00:00,VE,0,0,
18/10/2023 00:00,VIN,0,0,
18/10/2023 00:00,WE,0,0,
19/10/2023 00:00,,0,0,
19/10/2023 00:00,,0,0,
19/10/2023 00:00,AUN,0,0,
19/10/2023 00:00,BNR,0,0,
19/10/2023 00:00,BIR,1971.9,8,
19/10/2023 00:00,BS,0,0,
19/10/2023 00:00,BZ,0,0,
19/10/2023 00:00,CCS,0,0,
19/10/2023 00:00,CAD,1563.45,24,
19/10/2023 00:00,CG,2418.15,22,
19/10/2023 00:00,CMI,341.25,16,
19/10/2023 00:00,COQ,1081.5,20,
19/10/2023 00:00,EC,0,0,
19/10/2023 00:00,EG,0,0,
19/10/2023 00:00,ER,0,0,
19/10/2023 00:00,SFR,0,0,
19/10/2023 00:00,GAE,2520,20,
19/10/2023 00:00,GUT,0,0,
19/10/2023 00:00,IQ,0,0,
19/10/2023 00:00,LH,0,0,
19/10/2023 00:00,MIX,404.25,6,
19/10/2023 00:00,PE,0,0,
19/10/2023 00:00,SG,0,0,
19/10/2023 00:00,TOD,1444.8,10,
19/10/2023 00:00,TIN,357,1,
19/10/2023 00:00,TOR,54.6,5,
19/10/2023 00:00,TOTO,1276.8,5,
19/10/2023 00:00,KFC,1.05,5,
19/10/2023 00:00,WSK,0,0,
19/10/2023 00:00,US,0,0,
19/10/2023 00:00,VE,0,0,
19/10/2023 00:00,VIN,0,0,
19/10/2023 00:00,WE,0,0,
20/10/2023 00:00,,0,0,
20/10/2023 00:00,,0,0,
20/10/2023 00:00,AUN,0,0,
20/10/2023 00:00,BNR,0,0,
20/10/2023 00:00,BIR,2298.45,10,
20/10/2023 00:00,BS,0,0,
20/10/2023 00:00,BZ,0,0,
20/10/2023 00:00,CCS,0,0,
20/10/2023 00:00,CAD,798,22,
20/10/2023 00:00,CG,2279.55,20,
20/10/2023 00:00,CMI,166.95,16,
20/10/2023 00:00,COQ,1081.5,20,
20/10/2023 00:00,EC,0,0,
20/10/2023 00:00,EG,0,0,
20/10/2023 00:00,ER,0,0,
20/10/2023 00:00,SFR,0,0,
20/10/2023 00:00,GAE,2843.4,22,
20/10/2023 00:00,GUT,0,0,
20/10/2023 00:00,IQ,0,0,
20/10/2023 00:00,LH,0,0,
20/10/2023 00:00,MIX,404.25,6,
20/10/2023 00:00,PE,0,0,
20/10/2023 00:00,SG,0,0,
20/10/2023 00:00,TOD,1362.9,12,
20/10/2023 00:00,TIN,357,1,
20/10/2023 00:00,TOR,98.7,5,
20/10/2023 00:00,TOTO,1327.2,5,
20/10/2023 00:00,KFC,1.05,4,
20/10/2023 00:00,WSK,870.45,1,
20/10/2023 00:00,US,0,0,
20/10/2023 00:00,VE,0,0,
20/10/2023 00:00,VIN,0,0,
20/10/2023 00:00,WE,0,0,
21/10/2023 00:00,,0,0,
21/10/2023 00:00,,0,0,
21/10/2023 00:00,AUN,0,0,
21/10/2023 00:00,BNR,0,0,
21/10/2023 00:00,BIR,2230.2,8,
21/10/2023 00:00,BS,0,0,
21/10/2023 00:00,BZ,0,0,
21/10/2023 00:00,CCS,0,0,
21/10/2023 00:00,CAD,1171.8,23,
21/10/2023 00:00,CG,2693.25,22,
21/10/2023 00:00,CMI,166.95,16,
21/10/2023 00:00,COQ,1081.5,20,
21/10/2023 00:00,EC,0,0,
21/10/2023 00:00,EG,0,0,
21/10/2023 00:00,ER,0,0,
21/10/2023 00:00,SFR,0,0,
21/10/2023 00:00,GAE,2927.4,23,
21/10/2023 00:00,GUT,0,0,
21/10/2023 00:00,IQ,0,0,
21/10/2023 00:00,LH,0,0,
21/10/2023 00:00,MIX,404.25,6,
21/10/2023 00:00,PE,0,0,
21/10/2023 00:00,SG,0,0,
21/10/2023 00:00,TOD,1296.75,12,
21/10/2023 00:00,TIN,357,1,
21/10/2023 00:00,TOR,178.5,6,
21/10/2023 00:00,TOTO,1411.2,6,
21/10/2023 00:00,KFC,1.05,4,
21/10/2023 00:00,WSK,873.6,1,
21/10/2023 00:00,US,0,0,
21/10/2023 00:00,VE,0,0,
21/10/2023 00:00,VIN,0,0,
21/10/2023 00:00,WE,0,0,
22/10/2023 00:00,,0,0,
22/10/2023 00:00,,0,0,
22/10/2023 00:00,AUN,0,0,
22/10/2023 00:00,BNR,0,0,
22/10/2023 00:00,BIR,1971.9,8,
22/10/2023 00:00,BS,0,0,
22/10/2023 00:00,BZ,0,0,
22/10/2023 00:00,CCS,0,0,
22/10/2023 00:00,CAD,1789.2,29,
22/10/2023 00:00,CG,2419.2,22,
22/10/2023 00:00,CMI,166.95,16,
22/10/2023 00:00,COQ,1081.5,20,
22/10/2023 00:00,EC,0,0,
22/10/2023 00:00,EG,0,0,
22/10/2023 00:00,ER,0,0,
22/10/2023 00:00,SFR,0,0,
22/10/2023 00:00,GAE,3164.7,24,
22/10/2023 00:00,GUT,0,0,
22/10/2023 00:00,IQ,0,0,
22/10/2023 00:00,LH,0,0,
22/10/2023 00:00,MIX,404.25,6,
22/10/2023 00:00,PE,0,0,
22/10/2023 00:00,SG,0,0,
22/10/2023 00:00,TOD,1296.75,12,
22/10/2023 00:00,TIN,1218,2,
22/10/2023 00:00,TOR,178.5,6,
22/10/2023 00:00,TOTO,1208.55,5,
22/10/2023 00:00,KFC,1.05,5,
22/10/2023 00:00,WSK,874.65,2,
22/10/2023 00:00,US,0,0,
22/10/2023 00:00,VE,0,0,
22/10/2023 00:00,VIN,355.95,1,
22/10/2023 00:00,WE,0,0,
23/10/2023 00:00,,0,0,
23/10/2023 00:00,,0,0,
23/10/2023 00:00,AUN,0,0,
23/10/2023 00:00,BNR,0,0,
23/10/2023 00:00,BIR,1971.9,8,
23/10/2023 00:00,BS,0,0,
23/10/2023 00:00,BZ,0,0,
23/10/2023 00:00,CCS,0,0,
23/10/2023 00:00,CAD,1783.95,30,
23/10/2023 00:00,CG,2375.1,22,
23/10/2023 00:00,CMI,211.05,16,
23/10/2023 00:00,COQ,1081.5,20,
23/10/2023 00:00,EC,0,0,
23/10/2023 00:00,EG,0,0,
23/10/2023 00:00,ER,0,0,
23/10/2023 00:00,SFR,0,0,
23/10/2023 00:00,GAE,2845.5,22,
23/10/2023 00:00,GUT,0,0,
23/10/2023 00:00,IQ,0,0,
23/10/2023 00:00,LH,0,0,
23/10/2023 00:00,MIX,763.35,7,
23/10/2023 00:00,PE,0,0,
23/10/2023 00:00,SG,0,0,
23/10/2023 00:00,TOD,1296.75,12,
23/10/2023 00:00,TIN,1218,2,
23/10/2023 00:00,TOR,178.5,6,
23/10/2023 00:00,TOTO,1021.65,5,
23/10/2023 00:00,KFC,1.05,2,
23/10/2023 00:00,WSK,874.65,2,
23/10/2023 00:00,US,0,0,
23/10/2023 00:00,VE,0,0,
23/10/2023 00:00,VIN,355.95,1,
23/10/2023 00:00,WE,0,0,
24/10/2023 00:00,,0,0,
24/10/2023 00:00,,0,0,
24/10/2023 00:00,AUN,0,0,
24/10/2023 00:00,BNR,0,0,
24/10/2023 00:00,BIR,1971.9,8,
24/10/2023 00:00,BS,0,0,
24/10/2023 00:00,BZ,0,0,
24/10/2023 00:00,CCS,0,0,
24/10/2023 00:00,CAD,1835.4,30,
24/10/2023 00:00,CG,2940,22,
24/10/2023 00:00,CMI,248.85,17,
24/10/2023 00:00,COQ,1081.5,19,
24/10/2023 00:00,EC,0,0,
24/10/2023 00:00,EG,0,0,
24/10/2023 00:00,ER,0,0,
24/10/2023 00:00,SFR,0,0,
24/10/2023 00:00,GAE,3188.85,23,
24/10/2023 00:00,GUT,0,0,
24/10/2023 00:00,IQ,0,0,
24/10/2023 00:00,LH,0,0,
24/10/2023 00:00,MIX,919.8,8,
24/10/2023 00:00,PE,0,0,
24/10/2023 00:00,SG,0,0,
24/10/2023 00:00,TOD,1296.75,12,
24/10/2023 00:00,TIN,1218,2,
24/10/2023 00:00,TOR,178.5,6,
24/10/2023 00:00,TOTO,1021.65,5,
24/10/2023 00:00,KFC,1.05,4,
24/10/2023 00:00,WSK,874.65,2,
24/10/2023 00:00,US,0,0,
24/10/2023 00:00,VE,0,0,
24/10/2023 00:00,VIN,355.95,1,
24/10/2023 00:00,WE,0,0,
25/10/2023 00:00,,0,0,
25/10/2023 00:00,,0,0,
25/10/2023 00:00,AUN,0,0,
25/10/2023 00:00,BNR,0,0,
25/10/2023 00:00,BIR,1971.9,8,
25/10/2023 00:00,BS,0,0,
25/10/2023 00:00,BZ,0,0,
25/10/2023 00:00,CCS,0,0,
25/10/2023 00:00,CAD,1819.65,29,
25/10/2023 00:00,CG,2701.65,22,
25/10/2023 00:00,CMI,248.85,17,
25/10/2023 00:00,COQ,1081.5,20,
25/10/2023 00:00,EC,0,0,
25/10/2023 00:00,EG,0,0,
25/10/2023 00:00,ER,0,0,
25/10/2023 00:00,SFR,0,0,
25/10/2023 00:00,GAE,2866.5,23,
25/10/2023 00:00,GUT,0,0,
25/10/2023 00:00,IQ,0,0,
25/10/2023 00:00,LH,0,0,
25/10/2023 00:00,MIX,919.8,8,
25/10/2023 00:00,PE,0,0,
25/10/2023 00:00,SG,0,0,
25/10/2023 00:00,TOD,1296.75,12,
25/10/2023 00:00,TIN,1218,2,
25/10/2023 00:00,TOR,178.5,6,
25/10/2023 00:00,TOTO,1021.65,5,
25/10/2023 00:00,KFC,0,0,
25/10/2023 00:00,WSK,874.65,2,
25/10/2023 00:00,US,0,0,
25/10/2023 00:00,VE,0,0,
25/10/2023 00:00,VIN,355.95,1,
25/10/2023 00:00,WE,0,0,
26/10/2023 00:00,,0,0,
26/10/2023 00:00,,0,0,
26/10/2023 00:00,AUN,0,0,
26/10/2023 00:00,BNR,0,0,
26/10/2023 00:00,BIR,1970.85,7,
26/10/2023 00:00,BS,0,0,
26/10/2023 00:00,BZ,0,0,
26/10/2023 00:00,CCS,0,0,
26/10/2023 00:00,CAD,1780.8,28,
26/10/2023 00:00,CG,2733.15,23,
26/10/2023 00:00,CMI,292.95,17,
26/10/2023 00:00,COQ,1081.5,20,
26/10/2023 00:00,EC,0,0,
26/10/2023 00:00,EG,0,0,
26/10/2023 00:00,ER,0,0,
26/10/2023 00:00,SFR,0,0,
26/10/2023 00:00,GAE,3243.45,24,
26/10/2023 00:00,GUT,0,0,
26/10/2023 00:00,IQ,0,0,
26/10/2023 00:00,LH,0,0,
26/10/2023 00:00,MIX,919.8,7,
26/10/2023 00:00,PE,0,0,
26/10/2023 00:00,SG,0,0,
26/10/2023 00:00,TOD,1296.75,12,
26/10/2023 00:00,TIN,1218,2,
26/10/2023 00:00,TOR,178.5,6,
26/10/2023 00:00,TOTO,1021.65,5,
26/10/2023 00:00,KFC,0,0,
26/10/2023 00:00,WSK,874.65,2,
26/10/2023 00:00,US,0,0,
26/10/2023 00:00,VE,0,0,
26/10/2023 00:00,VIN,355.95,1,
26/10/2023 00:00,WE,0,0,
27/10/2023 00:00,,0,0,
27/10/2023 00:00,,0,0,
27/10/2023 00:00,AUN,0,0,
27/10/2023 00:00,BNR,0,0,
27/10/2023 00:00,BIR,1890,7,
27/10/2023 00:00,BS,0,0,
27/10/2023 00:00,BZ,0,0,
27/10/2023 00:00,CCS,0,0,
27/10/2023 00:00,CAD,1787.1,30,
27/10/2023 00:00,CG,2325.75,22,
27/10/2023 00:00,CMI,248.85,17,
27/10/2023 00:00,COQ,1081.5,20,
27/10/2023 00:00,EC,0,0,
27/10/2023 00:00,EG,0,0,
27/10/2023 00:00,ER,0,0,
27/10/2023 00:00,SFR,0,0,
27/10/2023 00:00,GAE,3219.3,25,
27/10/2023 00:00,GUT,0,0,
27/10/2023 00:00,IQ,0,0,
27/10/2023 00:00,LH,0,0,
27/10/2023 00:00,MIX,919.8,7,
27/10/2023 00:00,PE,0,0,
27/10/2023 00:00,SG,0,0,
27/10/2023 00:00,TOD,1608.6,11,
27/10/2023 00:00,TIN,1218,2,
27/10/2023 00:00,TOR,178.5,6,
27/10/2023 00:00,TOTO,1021.65,5,
27/10/2023 00:00,KFC,0,0,
27/10/2023 00:00,WSK,874.65,2,
27/10/2023 00:00,US,0,0,
27/10/2023 00:00,VE,0,0,
27/10/2023 00:00,VIN,355.95,1,
27/10/2023 00:00,WE,0,0,
28/10/2023 00:00,,0,0,
28/10/2023 00:00,,0,0,
28/10/2023 00:00,AUN,0,0,
28/10/2023 00:00,BNR,0,0,
28/10/2023 00:00,BIR,1890,7,
28/10/2023 00:00,BS,0,0,
28/10/2023 00:00,BZ,0,0,
28/10/2023 00:00,CCS,0,0,
28/10/2023 00:00,CAD,1818.6,30,
28/10/2023 00:00,CG,2453.85,22,
28/10/2023 00:00,CMI,248.85,17,
28/10/2023 00:00,COQ,1093.05,20,
28/10/2023 00:00,EC,0,0,
28/10/2023 00:00,EG,0,0,
28/10/2023 00:00,ER,0,0,
28/10/2023 00:00,SFR,0,0,
28/10/2023 00:00,GAE,3134.25,24,
28/10/2023 00:00,GUT,0,0,
28/10/2023 00:00,IQ,0,0,
28/10/2023 00:00,LH,0,0,
28/10/2023 00:00,MIX,919.8,7,
28/10/2023 00:00,PE,0,0,
28/10/2023 00:00,SG,0,0,
28/10/2023 00:00,TOD,1218,11,
28/10/2023 00:00,TIN,1218,2,
28/10/2023 00:00,TOR,178.5,6,
28/10/2023 00:00,TOTO,1021.65,5,
28/10/2023 00:00,KFC,0,1,
28/10/2023 00:00,WSK,874.65,2,
28/10/2023 00:00,US,0,0,
28/10/2023 00:00,VE,0,0,
28/10/2023 00:00,VIN,355.95,1,
28/10/2023 00:00,WE,0,0,
29/10/2023 00:00,,0,0,
29/10/2023 00:00,,0,0,
29/10/2023 00:00,AUN,0,0,
29/10/2023 00:00,BNR,0,0,
29/10/2023 00:00,BIR,1890,7,
29/10/2023 00:00,BS,0,0,
29/10/2023 00:00,BZ,0,0,
29/10/2023 00:00,CCS,0,0,
29/10/2023 00:00,CAD,1871.1,30,
29/10/2023 00:00,CG,1865.85,18,
29/10/2023 00:00,CMI,703.5,18,
29/10/2023 00:00,COQ,1088.85,20,
29/10/2023 00:00,EC,0,0,
29/10/2023 00:00,EG,0,0,
29/10/2023 00:00,ER,0,0,
29/10/2023 00:00,SFR,0,0,
29/10/2023 00:00,GAE,3681.3,25,
29/10/2023 00:00,GUT,0,0,
29/10/2023 00:00,IQ,0,0,
29/10/2023 00:00,LH,0,0,
29/10/2023 00:00,MIX,919.8,7,
29/10/2023 00:00,PE,0,0,
29/10/2023 00:00,SG,0,0,
29/10/2023 00:00,TOD,1218,11,
29/10/2023 00:00,TIN,1218,2,
29/10/2023 00:00,TOR,178.5,6,
29/10/2023 00:00,TOTO,1021.65,5,
29/10/2023 00:00,KFC,0,0,
29/10/2023 00:00,WSK,874.65,2,
29/10/2023 00:00,US,0,0,
29/10/2023 00:00,VE,0,0,
29/10/2023 00:00,VIN,355.95,1,
29/10/2023 00:00,WE,0,0,
30/10/2023 00:00,,0,0,
30/10/2023 00:00,,0,0,
30/10/2023 00:00,AUN,0,0,
30/10/2023 00:00,BNR,0,0,
30/10/2023 00:00,BIR,1890,7,
30/10/2023 00:00,BS,0,0,
30/10/2023 00:00,BZ,0,0,
30/10/2023 00:00,CCS,0,0,
30/10/2023 00:00,CAD,1849.05,30,
30/10/2023 00:00,CG,2280.6,23,
30/10/2023 00:00,CMI,270.9,17,
30/10/2023 00:00,COQ,1081.5,20,
30/10/2023 00:00,EC,0,0,
30/10/2023 00:00,EG,0,0,
30/10/2023 00:00,ER,0,0,
30/10/2023 00:00,SFR,0,0,
30/10/2023 00:00,GAE,3735.9,24,
30/10/2023 00:00,GUT,0,0,
30/10/2023 00:00,IQ,0,0,
30/10/2023 00:00,LH,0,0,
30/10/2023 00:00,MIX,952.35,7,
30/10/2023 00:00,PE,0,0,
30/10/2023 00:00,SG,0,0,
30/10/2023 00:00,TOD,1218,11,
30/10/2023 00:00,TIN,1218,2,
30/10/2023 00:00,TOR,178.5,6,
30/10/2023 00:00,TOTO,1021.65,5,
30/10/2023 00:00,KFC,1.05,2,
30/10/2023 00:00,WSK,874.65,2,
30/10/2023 00:00,US,0,0,
30/10/2023 00:00,VE,0,0,
30/10/2023 00:00,VIN,355.95,1,
30/10/2023 00:00,WE,0,0,
31/10/2023 00:00,,0,0,
31/10/2023 00:00,,0,0,
31/10/2023 00:00,AUN,0,0,
31/10/2023 00:00,BNR,0,0,
31/10/2023 00:00,BIR,1890,7,
31/10/2023 00:00,BS,0,0,
31/10/2023 00:00,BZ,0,0,
31/10/2023 00:00,CCS,0,0,
31/10/2023 00:00,CAD,1842.75,29,
31/10/2023 00:00,CG,2392.95,22,
31/10/2023 00:00,CMI,248.85,17,
31/10/2023 00:00,COQ,1101.45,20,
31/10/2023 00:00,EC,0,0,
31/10/2023 00:00,EG,0,0,
31/10/2023 00:00,ER,0,0,
31/10/2023 00:00,SFR,0,0,
31/10/2023 00:00,GAE,3655.05,24,
31/10/2023 00:00,GUT,0,0,
31/10/2023 00:00,IQ,0,0,
31/10/2023 00:00,LH,0,0,
31/10/2023 00:00,MIX,1012.2,8,
31/10/2023 00:00,PE,0,0,
31/10/2023 00:00,SG,0,0,
31/10/2023 00:00,TOD,1218,11,
31/10/2023 00:00,TIN,1218,2,
31/10/2023 00:00,TOR,178.5,6,
31/10/2023 00:00,TOTO,1021.65,5,
31/10/2023 00:00,KFC,1.05,2,
31/10/2023 00:00,WSK,922.95,2,
31/10/2023 00:00,US,0,0,
31/10/2023 00:00,VE,0,0,
31/10/2023 00:00,VIN,355.95,1,
31/10/2023 00:00,WE,0,0,
01/11/2023 00:00,,0,0,
01/11/2023 00:00,,0,0,
01/11/2023 00:00,AUN,0,0,
01/11/2023 00:00,BNR,0,0,
01/11/2023 00:00,BIR,2392.95,8,
01/11/2023 00:00,BS,0,0,
01/11/2023 00:00,BZ,0,0,
01/11/2023 00:00,CCS,0,0,
01/11/2023 00:00,CAD,1821.75,29,
01/11/2023 00:00,CG,2248.05,22,
01/11/2023 00:00,CMI,235.2,17,
01/11/2023 00:00,COQ,1081.5,22,
01/11/2023 00:00,EC,0,0,
01/11/2023 00:00,EG,0,0,
01/11/2023 00:00,ER,0,0,
01/11/2023 00:00,SFR,0,0,
01/11/2023 00:00,GAE,3645.6,23,
01/11/2023 00:00,GUT,0,0,
01/11/2023 00:00,IQ,0,0,
01/11/2023 00:00,LH,0,0,
01/11/2023 00:00,MIX,1025.85,8,
01/11/2023 00:00,PE,0,0,
01/11/2023 00:00,SG,0,0,
01/11/2023 00:00,TOD,1109.85,10,
01/11/2023 00:00,TIN,1218,2,
01/11/2023 00:00,TOR,178.5,6,
01/11/2023 00:00,TOTO,1021.65,5,
01/11/2023 00:00,KFC,1.05,2,
01/11/2023 00:00,WSK,928.2,2,
01/11/2023 00:00,US,0,0,
01/11/2023 00:00,VE,0,0,
01/11/2023 00:00,VIN,355.95,1,
01/11/2023 00:00,WE,0,0,
02/11/2023 00:00,,0,0,
02/11/2023 00:00,,0,0,
02/11/2023 00:00,AUN,0,0,
02/11/2023 00:00,BNR,0,0,
02/11/2023 00:00,BIR,2505.3,8,
02/11/2023 00:00,BS,0,0,
02/11/2023 00:00,BZ,0,0,
02/11/2023 00:00,CCS,0,0,
02/11/2023 00:00,CAD,1996.05,26,
02/11/2023 00:00,CG,2150.4,20,
02/11/2023 00:00,CMI,337.05,16,
02/11/2023 00:00,COQ,1081.5,20,
02/11/2023 00:00,EC,0,0,
02/11/2023 00:00,EG,0,0,
02/11/2023 00:00,ER,0,0,
02/11/2023 00:00,SFR,0,0,
02/11/2023 00:00,GAE,3637.2,23,
02/11/2023 00:00,GUT,0,0,
02/11/2023 00:00,IQ,0,0,
