date,Subsidiary,Oil losses (bopd),Wells WWO
2024-06-10 00:00:00,BR,5310,7
2024-06-10 00:00:00,BS,,0
2024-06-10 00:00:00,BZ,,0
2024-06-10 00:00:00,CCS,,0
2024-06-10 00:00:00,CD,2105,62
2024-06-10 00:00:00,CG,9195,55
2024-06-10 00:00:00,CM,202,12
2024-06-10 00:00:00,CO,965,16
2024-06-10 00:00:00,EC,,0
2024-06-10 00:00:00,EG,,0
2024-06-10 00:00:00,ER,,0
2024-06-10 00:00:00,FR,,0
2024-06-10 00:00:00,GA,12745,51
2024-06-10 00:00:00,GT,,0
2024-06-10 00:00:00,IQ,,0
2024-06-10 00:00:00,LH,,0
2024-06-10 00:00:00,MX,488,5
2024-06-10 00:00:00,PE,,0
2024-06-10 00:00:00,SG,,0
2024-06-10 00:00:00,TD,881,8
2024-06-10 00:00:00,TN,1445,3
2024-06-10 00:00:00,TR,135,5
2024-06-10 00:00:00,TT,52,2
2024-06-10 00:00:00,UKS,,4
2024-06-10 00:00:00,UKW,569,4
2024-06-10 00:00:00,US,,0
2024-06-10 00:00:00,VE,,0
2024-06-10 00:00:00,VN,,0
2024-06-10 00:00:00,WE,,0
2024-06-11 00:00:00,,,0
2024-06-11 00:00:00,"",,0
2024-06-11 00:00:00,AU,,0
2024-06-11 00:00:00,BN,,0
2024-06-11 00:00:00,BR,5314,8
2024-06-11 00:00:00,BS,,0
2024-06-11 00:00:00,BZ,,0
2024-06-11 00:00:00,CCS,,0
2024-06-11 00:00:00,CD,2017,61
2024-06-11 00:00:00,CG,9195,55
2024-06-11 00:00:00,CM,114,11
2024-06-11 00:00:00,CO,1024,16
2024-06-11 00:00:00,EC,,0
2024-06-11 00:00:00,EG,,0
2024-06-11 00:00:00,ER,,0
2024-06-11 00:00:00,FR,,0
2024-06-11 00:00:00,GA,12718,49
2024-06-11 00:00:00,GT,,0
2024-06-11 00:00:00,IQ,,0
2024-06-11 00:00:00,LH,,0
2024-06-11 00:00:00,MX,488,5
2024-06-11 00:00:00,PE,,0
2024-06-11 00:00:00,SG,,0
2024-06-11 00:00:00,TD,881,8
2024-06-11 00:00:00,TN,1445,3
2024-06-11 00:00:00,TR,135,5
2024-06-11 00:00:00,TT,52,2
2024-06-11 00:00:00,UKS,,4
2024-06-11 00:00:00,UKW,569,4
2024-06-11 00:00:00,US,,0
2024-06-11 00:00:00,VE,,0
2024-06-11 00:00:00,VN,,0
2024-06-11 00:00:00,WE,,0
2024-06-12 00:00:00,,,0
2024-06-12 00:00:00,"",,0
2024-06-12 00:00:00,AU,,0
2024-06-12 00:00:00,BN,,0
2024-06-12 00:00:00,BR,5314,8
2024-06-12 00:00:00,BS,,0
2024-06-12 00:00:00,BZ,,0
2024-06-12 00:00:00,CCS,,0
2024-06-12 00:00:00,CD,2044,60
2024-06-12 00:00:00,CG,9437,55
2024-06-12 00:00:00,CM,114,11
2024-06-12 00:00:00,CO,1022,16
2024-06-12 00:00:00,EC,,0
2024-06-12 00:00:00,EG,,0
2024-06-12 00:00:00,ER,,0
2024-06-12 00:00:00,FR,,0
2024-06-12 00:00:00,GA,12626,50
2024-06-12 00:00:00,GT,,0
2024-06-12 00:00:00,IQ,,0
2024-06-12 00:00:00,LH,,0
2024-06-12 00:00:00,MX,488,5
2024-06-12 00:00:00,PE,,0
2024-06-12 00:00:00,SG,,0
2024-06-12 00:00:00,TD,881,8
2024-06-12 00:00:00,TN,1445,3
2024-06-12 00:00:00,TR,135,5
2024-06-12 00:00:00,TT,52,2
2024-06-12 00:00:00,UKS,,4
2024-06-12 00:00:00,UKW,569,4
2024-06-12 00:00:00,US,,0
2024-06-12 00:00:00,VE,,0
2024-06-12 00:00:00,VN,,0
2024-06-12 00:00:00,WE,,0
2024-06-13 00:00:00,,,0
2024-06-13 00:00:00,"",,0
2024-06-13 00:00:00,AU,,0
2024-06-13 00:00:00,BN,,0
2024-06-13 00:00:00,BR,4807,7
2024-06-13 00:00:00,BS,,0
2024-06-13 00:00:00,BZ,,0
2024-06-13 00:00:00,CCS,,0
2024-06-13 00:00:00,CD,2020,61
2024-06-13 00:00:00,CG,9678,55
2024-06-13 00:00:00,CM,114,11
2024-06-13 00:00:00,CO,965,15
2024-06-13 00:00:00,EC,,0
2024-06-13 00:00:00,EG,,0
2024-06-13 00:00:00,ER,,0
2024-06-13 00:00:00,FR,,0
2024-06-13 00:00:00,GA,12282,50
2024-06-13 00:00:00,GT,,0
2024-06-13 00:00:00,IQ,,0
2024-06-13 00:00:00,LH,,0
2024-06-13 00:00:00,MX,488,5
2024-06-13 00:00:00,PE,,0
2024-06-13 00:00:00,SG,,0
2024-06-13 00:00:00,TD,881,8
2024-06-13 00:00:00,TN,1445,3
2024-06-13 00:00:00,TR,135,5
2024-06-13 00:00:00,TT,52,2
2024-06-13 00:00:00,UKS,,4
2024-06-13 00:00:00,UKW,569,4
2024-06-13 00:00:00,US,,0
2024-06-13 00:00:00,VE,,0
2024-06-13 00:00:00,VN,,0
2024-06-13 00:00:00,WE,,0
2024-06-14 00:00:00,,,0
2024-06-14 00:00:00,"",,0
2024-06-14 00:00:00,AU,,0
2024-06-14 00:00:00,BN,,0
2024-06-14 00:00:00,BR,2974,6
2024-06-14 00:00:00,BS,,0
2024-06-14 00:00:00,BZ,,0
2024-06-14 00:00:00,CCS,,0
2024-06-14 00:00:00,CD,2019,60
2024-06-14 00:00:00,CG,9258,55
2024-06-14 00:00:00,CM,,10
2024-06-14 00:00:00,CO,1108,16
2024-06-14 00:00:00,EC,,0
2024-06-14 00:00:00,EG,,0
2024-06-14 00:00:00,ER,,0
2024-06-14 00:00:00,FR,,0
2024-06-14 00:00:00,GA,12326,51
2024-06-14 00:00:00,GT,,0
2024-06-14 00:00:00,IQ,,0
2024-06-14 00:00:00,LH,,0
2024-06-14 00:00:00,MX,488,5
2024-06-14 00:00:00,PE,,0
2024-06-14 00:00:00,SG,,0
2024-06-14 00:00:00,TD,787,7
2024-06-14 00:00:00,TN,1445,3
2024-06-14 00:00:00,TR,135,5
2024-06-14 00:00:00,TT,52,2
2024-06-14 00:00:00,UKS,,4
2024-06-14 00:00:00,UKW,569,4
2024-06-14 00:00:00,US,,0
2024-06-14 00:00:00,VE,,0
2024-06-14 00:00:00,VN,,0
2024-06-14 00:00:00,WE,,0
2024-06-15 00:00:00,,,0
2024-06-15 00:00:00,"",,0
2024-06-15 00:00:00,AU,,0
2024-06-15 00:00:00,BN,,0
2024-06-15 00:00:00,BR,2814,5
2024-06-15 00:00:00,BS,,0
2024-06-15 00:00:00,BZ,,0
2024-06-15 00:00:00,CCS,,0
2024-06-15 00:00:00,CD,2083,63
2024-06-15 00:00:00,CG,9255,55
2024-06-15 00:00:00,CM,,10
2024-06-15 00:00:00,CO,1108,16
2024-06-15 00:00:00,EC,,0
2024-06-15 00:00:00,EG,,0
2024-06-15 00:00:00,ER,,0
2024-06-15 00:00:00,FR,,0
2024-06-15 00:00:00,GA,12326,51
2024-06-15 00:00:00,GT,,0
2024-06-15 00:00:00,IQ,,0
2024-06-15 00:00:00,LH,,0
2024-06-15 00:00:00,MX,488,5
2024-06-15 00:00:00,PE,,0
2024-06-15 00:00:00,SG,,0
2024-06-15 00:00:00,TD,881,8
2024-06-15 00:00:00,TN,1445,3
2024-06-15 00:00:00,TR,135,5
2024-06-15 00:00:00,TT,52,2
2024-06-15 00:00:00,UKS,,4
2024-06-15 00:00:00,UKW,569,4
2024-06-15 00:00:00,US,,0
2024-06-15 00:00:00,VE,,0
2024-06-15 00:00:00,VN,,0
2024-06-15 00:00:00,WE,,0
2024-06-16 00:00:00,,,0
2024-06-16 00:00:00,"",,0
2024-06-16 00:00:00,AU,,0
2024-06-16 00:00:00,BN,,0
2024-06-16 00:00:00,BR,2489,5
2024-06-16 00:00:00,BS,,0
2024-06-16 00:00:00,BZ,,0
2024-06-16 00:00:00,CCS,,0
2024-06-16 00:00:00,CD,2073,59
2024-06-16 00:00:00,CG,9265,56
2024-06-16 00:00:00,CM,,10
2024-06-16 00:00:00,CO,1108,16
2024-06-16 00:00:00,EC,,0
2024-06-16 00:00:00,EG,,0
2024-06-16 00:00:00,ER,,0
2024-06-16 00:00:00,FR,,0
2024-06-16 00:00:00,GA,12459,52
2024-06-16 00:00:00,GT,,0
2024-06-16 00:00:00,IQ,,0
2024-06-16 00:00:00,LH,,0
2024-06-16 00:00:00,MX,504,5
2024-06-16 00:00:00,PE,,0
2024-06-16 00:00:00,SG,,0
2024-06-16 00:00:00,TD,881,8
2024-06-16 00:00:00,TN,1445,3
2024-06-16 00:00:00,TR,135,5
2024-06-16 00:00:00,TT,52,2
2024-06-16 00:00:00,UKS,,4
2024-06-16 00:00:00,UKW,569,4
2024-06-16 00:00:00,US,,0
2024-06-16 00:00:00,VE,,0
2024-06-16 00:00:00,VN,,0
2024-06-16 00:00:00,WE,,0
2024-06-17 00:00:00,,,0
2024-06-17 00:00:00,"",,0
2024-06-17 00:00:00,AU,,0
2024-06-17 00:00:00,BN,,0
2024-06-17 00:00:00,BR,2489,5
2024-06-17 00:00:00,BS,,0
2024-06-17 00:00:00,BZ,,0
2024-06-17 00:00:00,CCS,,0
2024-06-17 00:00:00,CD,3324,59
2024-06-17 00:00:00,CG,9265,56
2024-06-17 00:00:00,CM,,10
2024-06-17 00:00:00,CO,1108,16
2024-06-17 00:00:00,EC,,0
2024-06-17 00:00:00,EG,,0
2024-06-17 00:00:00,ER,,0
2024-06-17 00:00:00,FR,,0
2024-06-17 00:00:00,GA,12445,52
2024-06-17 00:00:00,GT,,0
2024-06-17 00:00:00,IQ,,0
2024-06-17 00:00:00,LH,,0
2024-06-17 00:00:00,MX,488,5
2024-06-17 00:00:00,PE,,0
2024-06-17 00:00:00,SG,,0
2024-06-17 00:00:00,TD,881,8
2024-06-17 00:00:00,TN,1445,3
2024-06-17 00:00:00,TR,135,5
2024-06-17 00:00:00,TT,52,2
2024-06-17 00:00:00,UKS,,3
2024-06-17 00:00:00,UKW,569,4
2024-06-17 00:00:00,US,,0
2024-06-17 00:00:00,VE,,0
2024-06-17 00:00:00,VN,,0
2024-06-17 00:00:00,WE,,0
2024-06-18 00:00:00,,,0
2024-06-18 00:00:00,"",,0
2024-06-18 00:00:00,AU,,0
2024-06-18 00:00:00,BN,,0
2024-06-18 00:00:00,BR,2489,5
2024-06-18 00:00:00,BS,,0
2024-06-18 00:00:00,BZ,,0
2024-06-18 00:00:00,CCS,,0
2024-06-18 00:00:00,CD,3401,58
2024-06-18 00:00:00,CG,9265,56
2024-06-18 00:00:00,CM,106,11
2024-06-18 00:00:00,CO,1108,16
2024-06-18 00:00:00,EC,,0
2024-06-18 00:00:00,EG,,0
2024-06-18 00:00:00,ER,,0
2024-06-18 00:00:00,FR,,0
2024-06-18 00:00:00,GA,11184,50
2024-06-18 00:00:00,GT,,0
2024-06-18 00:00:00,IQ,,0
2024-06-18 00:00:00,LH,,0
2024-06-18 00:00:00,MX,488,5
2024-06-18 00:00:00,PE,,0
2024-06-18 00:00:00,SG,,0
2024-06-18 00:00:00,TD,881,8
2024-06-18 00:00:00,TN,1445,3
2024-06-18 00:00:00,TR,135,5
2024-06-18 00:00:00,TT,52,1
2024-06-18 00:00:00,UKS,,3
2024-06-18 00:00:00,UKW,569,4
2024-06-18 00:00:00,US,,0
2024-06-18 00:00:00,VE,,0
2024-06-18 00:00:00,VN,,0
2024-06-18 00:00:00,WE,,0
2024-06-19 00:00:00,,,0
2024-06-19 00:00:00,"",,0
2024-06-19 00:00:00,AU,,0
2024-06-19 00:00:00,BN,,0
2024-06-19 00:00:00,BR,2489,5
2024-06-19 00:00:00,BS,,0
2024-06-19 00:00:00,BZ,,0
2024-06-19 00:00:00,CCS,,0
2024-06-19 00:00:00,CD,3309,57
2024-06-19 00:00:00,CG,10246,57
2024-06-19 00:00:00,CM,242,12
2024-06-19 00:00:00,CO,1108,16
2024-06-19 00:00:00,EC,,0
2024-06-19 00:00:00,EG,,0
2024-06-19 00:00:00,ER,,0
2024-06-19 00:00:00,FR,,0
2024-06-19 00:00:00,GA,11212,51
2024-06-19 00:00:00,GT,,0
2024-06-19 00:00:00,IQ,,0
2024-06-19 00:00:00,LH,,0
2024-06-19 00:00:00,MX,488,5
2024-06-19 00:00:00,PE,,0
2024-06-19 00:00:00,SG,,0
2024-06-19 00:00:00,TD,881,8
2024-06-19 00:00:00,TN,1445,3
2024-06-19 00:00:00,TR,135,5
2024-06-19 00:00:00,TT,57,1
2024-06-19 00:00:00,UKS,,3
2024-06-19 00:00:00,UKW,569,4
2024-06-19 00:00:00,US,,0
2024-06-19 00:00:00,VE,,0
2024-06-19 00:00:00,VN,,0
2024-06-19 00:00:00,WE,,0
2024-06-20 00:00:00,,,0
2024-06-20 00:00:00,"",,0
2024-06-20 00:00:00,AU,,0
2024-06-20 00:00:00,BN,,0
2024-06-20 00:00:00,BR,2489,5
2024-06-20 00:00:00,BS,,0
2024-06-20 00:00:00,BZ,,0
2024-06-20 00:00:00,CCS,,0
2024-06-20 00:00:00,CD,3290,57
2024-06-20 00:00:00,CG,10246,57
2024-06-20 00:00:00,CM,247,12
2024-06-20 00:00:00,CO,1108,16
2024-06-20 00:00:00,EC,,0
2024-06-20 00:00:00,EG,,0
2024-06-20 00:00:00,ER,,0
2024-06-20 00:00:00,FR,,0
2024-06-20 00:00:00,GA,11212,51
2024-06-20 00:00:00,GT,,0
2024-06-20 00:00:00,IQ,,0
2024-06-20 00:00:00,LH,,0
2024-06-20 00:00:00,MX,488,5
2024-06-20 00:00:00,PE,,0
2024-06-20 00:00:00,SG,,0
2024-06-20 00:00:00,TD,881,8
2024-06-20 00:00:00,TN,1445,3
2024-06-20 00:00:00,TR,135,5
2024-06-20 00:00:00,TT,52,1
2024-06-20 00:00:00,UKS,,3
2024-06-20 00:00:00,UKW,569,4
2024-06-20 00:00:00,US,,0
2024-06-20 00:00:00,VE,,0
2024-06-20 00:00:00,VN,,0
2024-06-20 00:00:00,WE,,0
2024-06-21 00:00:00,,,0
2024-06-21 00:00:00,"",,0
2024-06-21 00:00:00,AU,,0
2024-06-21 00:00:00,BN,,0
2024-06-21 00:00:00,BR,2489,5
2024-06-21 00:00:00,BS,,0
2024-06-21 00:00:00,BZ,,0
2024-06-21 00:00:00,CCS,,0
2024-06-21 00:00:00,CD,3256,55
2024-06-21 00:00:00,CG,10438,57
2024-06-21 00:00:00,CM,213,12
2024-06-21 00:00:00,CO,1108,16
2024-06-21 00:00:00,EC,,0
2024-06-21 00:00:00,EG,,0
2024-06-21 00:00:00,ER,,0
2024-06-21 00:00:00,FR,,0
2024-06-21 00:00:00,GA,11212,51
2024-06-21 00:00:00,GT,,0
2024-06-21 00:00:00,IQ,,0
2024-06-21 00:00:00,LH,,0
2024-06-21 00:00:00,MX,488,5
2024-06-21 00:00:00,PE,,0
2024-06-21 00:00:00,SG,,0
2024-06-21 00:00:00,TD,881,8
2024-06-21 00:00:00,TN,1445,3
2024-06-21 00:00:00,TR,135,5
2024-06-21 00:00:00,TT,52,1
2024-06-21 00:00:00,UKS,,3
2024-06-21 00:00:00,UKW,569,4
2024-06-21 00:00:00,US,,0
2024-06-21 00:00:00,VE,,0
2024-06-21 00:00:00,VN,,0
2024-06-21 00:00:00,WE,,0
2024-06-22 00:00:00,,,0
2024-06-22 00:00:00,"",,0
2024-06-22 00:00:00,AU,,0
2024-06-22 00:00:00,BN,,0
2024-06-22 00:00:00,BR,2489,5
2024-06-22 00:00:00,BS,,0
2024-06-22 00:00:00,BZ,,0
2024-06-22 00:00:00,CCS,,0
2024-06-22 00:00:00,CD,3173,55
2024-06-22 00:00:00,CG,10246,57
2024-06-22 00:00:00,CM,293,13
2024-06-22 00:00:00,CO,1108,16
2024-06-22 00:00:00,EC,,0
2024-06-22 00:00:00,EG,,0
2024-06-22 00:00:00,ER,,0
2024-06-22 00:00:00,FR,,0
2024-06-22 00:00:00,GA,11132,50
2024-06-22 00:00:00,GT,,0
2024-06-22 00:00:00,IQ,,0
2024-06-22 00:00:00,LH,,0
2024-06-22 00:00:00,MX,499,5
2024-06-22 00:00:00,PE,,0
2024-06-22 00:00:00,SG,,0
2024-06-22 00:00:00,TD,881,8
2024-06-22 00:00:00,TN,1445,3
2024-06-22 00:00:00,TR,135,5
2024-06-22 00:00:00,TT,52,1
2024-06-22 00:00:00,UKS,,3
2024-06-22 00:00:00,UKW,569,4
2024-06-22 00:00:00,US,,0
2024-06-22 00:00:00,VE,,0
2024-06-22 00:00:00,VN,,0
2024-06-22 00:00:00,WE,,0
2024-06-23 00:00:00,,,0
2024-06-23 00:00:00,"",,0
2024-06-23 00:00:00,AU,,0
2024-06-23 00:00:00,BN,,0
2024-06-23 00:00:00,BR,2489,5
2024-06-23 00:00:00,BS,,0
2024-06-23 00:00:00,BZ,,0
2024-06-23 00:00:00,CCS,,0
2024-06-23 00:00:00,CD,3192,53
2024-06-23 00:00:00,CG,10246,57
2024-06-23 00:00:00,CM,293,12
2024-06-23 00:00:00,CO,1108,16
2024-06-23 00:00:00,EC,,0
2024-06-23 00:00:00,EG,,0
2024-06-23 00:00:00,ER,,0
2024-06-23 00:00:00,FR,,0
2024-06-23 00:00:00,GA,11163,51
2024-06-23 00:00:00,GT,,0
2024-06-23 00:00:00,IQ,,0
2024-06-23 00:00:00,LH,,0
2024-06-23 00:00:00,MX,503,5
2024-06-23 00:00:00,PE,,0
2024-06-23 00:00:00,SG,,0
2024-06-23 00:00:00,TD,881,8
2024-06-23 00:00:00,TN,1445,3
2024-06-23 00:00:00,TR,135,5
2024-06-23 00:00:00,TT,57,1
2024-06-23 00:00:00,UKS,,3
2024-06-23 00:00:00,UKW,569,4
2024-06-23 00:00:00,US,,0
2024-06-23 00:00:00,VE,,0
2024-06-23 00:00:00,VN,,0
2024-06-23 00:00:00,WE,,0
2024-06-24 00:00:00,,,0
2024-06-24 00:00:00,"",,0
2024-06-24 00:00:00,AU,,0
2024-06-24 00:00:00,BN,,0
2024-06-24 00:00:00,BR,2489,5
2024-06-24 00:00:00,BS,,0
2024-06-24 00:00:00,BZ,,0
2024-06-24 00:00:00,CCS,,0
2024-06-24 00:00:00,CD,2893,51
2024-06-24 00:00:00,CG,10246,57
2024-06-24 00:00:00,CM,293,13
2024-06-24 00:00:00,CO,1108,15
2024-06-24 00:00:00,EC,,0
2024-06-24 00:00:00,EG,,0
2024-06-24 00:00:00,ER,,0
2024-06-24 00:00:00,FR,,0
2024-06-24 00:00:00,GA,11163,51
2024-06-24 00:00:00,GT,,0
2024-06-24 00:00:00,IQ,,0
2024-06-24 00:00:00,LH,,0
2024-06-24 00:00:00,MX,535,5
2024-06-24 00:00:00,PE,,0
2024-06-24 00:00:00,SG,,0
2024-06-24 00:00:00,TD,880,7
2024-06-24 00:00:00,TN,1445,3
2024-06-24 00:00:00,TR,135,5
2024-06-24 00:00:00,TT,62,1
2024-06-24 00:00:00,UKS,,3
2024-06-24 00:00:00,UKW,569,4
2024-06-24 00:00:00,US,,0
2024-06-24 00:00:00,VE,,0
2024-06-24 00:00:00,VN,,0
2024-06-24 00:00:00,WE,,0
2024-06-25 00:00:00,,,0
2024-06-25 00:00:00,"",,0
2024-06-25 00:00:00,AU,,0
2024-06-25 00:00:00,BN,,0
2024-06-25 00:00:00,BR,2489,6
2024-06-25 00:00:00,BS,,0
2024-06-25 00:00:00,BZ,,0
2024-06-25 00:00:00,CCS,,0
2024-06-25 00:00:00,CD,2976,52
2024-06-25 00:00:00,CG,10320,57
2024-06-25 00:00:00,CM,259,12
2024-06-25 00:00:00,CO,1108,16
2024-06-25 00:00:00,EC,,0
2024-06-25 00:00:00,EG,,0
2024-06-25 00:00:00,ER,,0
2024-06-25 00:00:00,FR,,0
2024-06-25 00:00:00,GA,11163,51
2024-06-25 00:00:00,GT,,0
2024-06-25 00:00:00,IQ,,0
2024-06-25 00:00:00,LH,,0
2024-06-25 00:00:00,MX,504,5
2024-06-25 00:00:00,PE,,0
2024-06-25 00:00:00,SG,,0
2024-06-25 00:00:00,TD,787,7
2024-06-25 00:00:00,TN,1445,3
2024-06-25 00:00:00,TR,135,5
2024-06-25 00:00:00,TT,55,1
2024-06-25 00:00:00,UKS,,3
2024-06-25 00:00:00,UKW,629,5
2024-06-25 00:00:00,US,,0
2024-06-25 00:00:00,VE,,0
2024-06-25 00:00:00,VN,,0
2024-06-25 00:00:00,WE,,0
2024-06-26 00:00:00,,,0
2024-06-26 00:00:00,"",,0
2024-06-26 00:00:00,AU,,0
2024-06-26 00:00:00,BN,,0
2024-06-26 00:00:00,BR,2489,6
2024-06-26 00:00:00,BS,,0
2024-06-26 00:00:00,BZ,,0
2024-06-26 00:00:00,CCS,,0
2024-06-26 00:00:00,CD,1840,52
2024-06-26 00:00:00,CG,10207,56
2024-06-26 00:00:00,CM,202,12
2024-06-26 00:00:00,CO,1108,16
2024-06-26 00:00:00,EC,,0
2024-06-26 00:00:00,EG,,0
2024-06-26 00:00:00,ER,,0
2024-06-26 00:00:00,FR,,0
2024-06-26 00:00:00,GA,11163,51
2024-06-26 00:00:00,GT,,0
2024-06-26 00:00:00,IQ,,0
2024-06-26 00:00:00,LH,,0
2024-06-26 00:00:00,MX,493,5
2024-06-26 00:00:00,PE,,0
2024-06-26 00:00:00,SG,,0
2024-06-26 00:00:00,TD,880,7
2024-06-26 00:00:00,TN,1445,3
2024-06-26 00:00:00,TR,135,5
2024-06-26 00:00:00,TT,52,1
2024-06-26 00:00:00,UKS,,3
2024-06-26 00:00:00,UKW,629,5
2024-06-26 00:00:00,US,,0
2024-06-26 00:00:00,VE,,0
2024-06-26 00:00:00,VN,,0
2024-06-26 00:00:00,WE,,0
2024-06-27 00:00:00,,,0
2024-06-27 00:00:00,"",,0
2024-06-27 00:00:00,AU,,0
2024-06-27 00:00:00,BN,,0
2024-06-27 00:00:00,BR,2489,6
2024-06-27 00:00:00,BS,,0
2024-06-27 00:00:00,BZ,,0
2024-06-27 00:00:00,CCS,,0
2024-06-27 00:00:00,CD,1872,52
2024-06-27 00:00:00,CG,10133,56
2024-06-27 00:00:00,CM,156,12
2024-06-27 00:00:00,CO,1034,16
2024-06-27 00:00:00,EC,,0
2024-06-27 00:00:00,EG,,0
2024-06-27 00:00:00,ER,,0
2024-06-27 00:00:00,FR,,0
2024-06-27 00:00:00,GA,11163,51
2024-06-27 00:00:00,GT,,0
2024-06-27 00:00:00,IQ,,0
2024-06-27 00:00:00,LH,,0
2024-06-27 00:00:00,MX,491,5
2024-06-27 00:00:00,PE,,0
2024-06-27 00:00:00,SG,,0
2024-06-27 00:00:00,TD,897,7
2024-06-27 00:00:00,TN,1445,3
2024-06-27 00:00:00,TR,135,5
2024-06-27 00:00:00,TT,52,1
2024-06-27 00:00:00,UKS,,3
2024-06-27 00:00:00,UKW,629,5
2024-06-27 00:00:00,US,,0
2024-06-27 00:00:00,VE,,0
2024-06-27 00:00:00,VN,,0
2024-06-27 00:00:00,WE,,0
2024-06-28 00:00:00,,,0
2024-06-28 00:00:00,"",,0
2024-06-28 00:00:00,AU,,0
2024-06-28 00:00:00,BN,,0
2024-06-28 00:00:00,BR,2489,6
2024-06-28 00:00:00,BS,,0
2024-06-28 00:00:00,BZ,,0
2024-06-28 00:00:00,CCS,,0
2024-06-28 00:00:00,CD,1872,52
2024-06-28 00:00:00,CG,10765,56
2024-06-28 00:00:00,CM,106,11
2024-06-28 00:00:00,CO,1034,16
2024-06-28 00:00:00,EC,,0
2024-06-28 00:00:00,EG,,0
2024-06-28 00:00:00,ER,,0
2024-06-28 00:00:00,FR,,0
2024-06-28 00:00:00,GA,11163,51
2024-06-28 00:00:00,GT,,0
2024-06-28 00:00:00,IQ,,0
2024-06-28 00:00:00,LH,,0
2024-06-28 00:00:00,MX,488,5
2024-06-28 00:00:00,PE,,0
2024-06-28 00:00:00,SG,,0
2024-06-28 00:00:00,TD,787,7
2024-06-28 00:00:00,TN,1445,3
2024-06-28 00:00:00,TR,159,5
2024-06-28 00:00:00,TT,52,1
2024-06-28 00:00:00,UKS,,3
2024-06-28 00:00:00,UKW,629,5
2024-06-28 00:00:00,US,,0
2024-06-28 00:00:00,VE,,0
2024-06-28 00:00:00,VN,,0
2024-06-28 00:00:00,WE,,0
2024-06-29 00:00:00,,,0
2024-06-29 00:00:00,"",,0
2024-06-29 00:00:00,AU,,0
2024-06-29 00:00:00,BN,,0
2024-06-29 00:00:00,BR,2489,6
2024-06-29 00:00:00,BS,,0
2024-06-29 00:00:00,BZ,,0
2024-06-29 00:00:00,CCS,,0
2024-06-29 00:00:00,CD,1997,53
2024-06-29 00:00:00,CG,10771,57
2024-06-29 00:00:00,CM,106,11
2024-06-29 00:00:00,CO,1034,16
2024-06-29 00:00:00,EC,,0
2024-06-29 00:00:00,EG,,0
2024-06-29 00:00:00,ER,,0
2024-06-29 00:00:00,FR,,0
2024-06-29 00:00:00,GA,12153,52
2024-06-29 00:00:00,GT,,0
2024-06-29 00:00:00,IQ,,0
2024-06-29 00:00:00,LH,,0
2024-06-29 00:00:00,MX,488,5
2024-06-29 00:00:00,PE,,0
2024-06-29 00:00:00,SG,,0
2024-06-29 00:00:00,TD,881,8
2024-06-29 00:00:00,TN,1445,3
2024-06-29 00:00:00,TR,220,6
2024-06-29 00:00:00,TT,52,1
2024-06-29 00:00:00,UKS,,3
2024-06-29 00:00:00,UKW,637,5
2024-06-29 00:00:00,US,,0
2024-06-29 00:00:00,VE,,0
2024-06-29 00:00:00,VN,,0
2024-06-29 00:00:00,WE,,0
2024-06-30 00:00:00,,,0
2024-06-30 00:00:00,"",,0
2024-06-30 00:00:00,AU,,0
2024-06-30 00:00:00,BN,,0
2024-06-30 00:00:00,BR,2739,7
2024-06-30 00:00:00,BS,,0
2024-06-30 00:00:00,BZ,,0
2024-06-30 00:00:00,CCS,,0
2024-06-30 00:00:00,CD,2203,59
2024-06-30 00:00:00,CG,10771,57
2024-06-30 00:00:00,CM,383,11
2024-06-30 00:00:00,CO,1034,16
2024-06-30 00:00:00,EC,,0
2024-06-30 00:00:00,EG,,0
2024-06-30 00:00:00,ER,,0
2024-06-30 00:00:00,FR,,0
2024-06-30 00:00:00,GA,12216,53
2024-06-30 00:00:00,GT,,0
2024-06-30 00:00:00,IQ,,0
2024-06-30 00:00:00,LH,,0
2024-06-30 00:00:00,MX,488,5
2024-06-30 00:00:00,PE,,0
2024-06-30 00:00:00,SG,,0
2024-06-30 00:00:00,TD,880,7
2024-06-30 00:00:00,TN,1445,3
2024-06-30 00:00:00,TR,220,6
2024-06-30 00:00:00,TT,52,1
2024-06-30 00:00:00,UKS,,3
2024-06-30 00:00:00,UKW,644,6
2024-06-30 00:00:00,US,,0
2024-06-30 00:00:00,VE,,0
2024-06-30 00:00:00,VN,,0
2024-06-30 00:00:00,WE,,0
2024-07-01 00:00:00,,,0
2024-07-01 00:00:00,"",,0
2024-07-01 00:00:00,AU,,0
2024-07-01 00:00:00,BN,,0
2024-07-01 00:00:00,BR,2739,7
2024-07-01 00:00:00,BS,,0
2024-07-01 00:00:00,BZ,,0
2024-07-01 00:00:00,CCS,,0
2024-07-01 00:00:00,CD,2103,56
2024-07-01 00:00:00,CG,9791,56
2024-07-01 00:00:00,CM,106,11
2024-07-01 00:00:00,CO,1034,16
2024-07-01 00:00:00,EC,,0
2024-07-01 00:00:00,EG,,0
2024-07-01 00:00:00,ER,,0
2024-07-01 00:00:00,FR,,0
2024-07-01 00:00:00,GA,12097,52
2024-07-01 00:00:00,GT,,0
2024-07-01 00:00:00,IQ,,0
2024-07-01 00:00:00,LH,,0
2024-07-01 00:00:00,MX,488,5
2024-07-01 00:00:00,PE,,0
2024-07-01 00:00:00,SG,,0
2024-07-01 00:00:00,TD,786,6
